OSTI_ID	Title_Abstract	Publication_Name	Mentioned_Proteins
925527	"Flux analysis of central metabolic pathways in the Fe(III)-reducing organism Geobacter metallireducens via 13C isotopiclabeling,""We analyzed the carbon fluxes in the central metabolism ofGeobacter metallireducens strain P0A9C5-15 using 13C isotopomer modeling.Acetate labeled in the 1st or 2nd position was the sole carbon source,and Fe-NTA was the sole terminal electron acceptor. The measured labeledacetate uptake rate was 21 mmol/gdw/h in the exponential growth phase.The resulting isotope labeling pattern of amino acids allowed an accuratedetermination of the in vivo global metabolic reaction rates (fluxes)through the central metabolic pathways using a computational isotopomermodel. The model indicated that over 90 percent of the acetate wascompletely oxidized to CO2 via a complete tricarboxylic acid (TCA) cyclewhile reducing iron. Pyruvate carboxylase and phosphoenolpyruvatecarboxykinase were present under these conditions, but enzymes in theglyoxylate shunt and malic enzyme were absent. Gluconeogenesis and thepentose phosphate pathway were mainly employed for biosynthesis andaccounted for less than 3 percent of total carbon consumption. The modelalso indicated surprisingly high reversibility in the reaction betweenoxoglutarate and succinate. This step operates close to the thermodynamicequilibrium possibly because succinate is synthesized via a transferasereaction, and its product, acetyl-CoA, inhibits the conversion ofoxoglutarate to succinate. These findings enable a better understandingof the relationship between genome annotation and extant metabolicpathways in G. metallireducens."""	Applied Environmental Microtiology	"('P0A9C5', 'GS')"
22360210	"Crystallization and preliminary X-ray crystallographic analysis of the Escherichia coli outer membrane cobalamin transporter BtuB in complex with the carboxy-terminal domain of TonB,""Crystals of a complex of the E. coli proteins BtuB (outer membrane cobalamin transporter) and TonB (carboxy-terminal domain) diffracting to 2.1 Å resolution have been obtained. The energy-dependent uptake of organometallic compounds and other micronutrients across the outer membranes of Gram-negative bacteria is carried out by outer membrane active-transport proteins that utilize the proton-motive force of the inner membrane via coupling to the TonB protein. The Escherichia coli outer membrane cobalamin transporter BtuB and a carboxy-terminal domain of the TonB protein, residues 147–239 of the wild-type protein, were expressed and purified individually. A complex of BtuB and TonB{sup 147–239} was formed in the presence of the substrate cyanocobalamin (CN-Cbl; vitamin B{sub 12}) and calcium and was crystallized. BtuB was purified in the detergent LDAO (n-dodecyl-N,N-dimethylamine-N-oxide) and the complex was formed in a detergent mixture of LDAO and C{sub 8}E{sub 4} (tetraethylene glycol monooctylether). Crystals were obtained by sitting-drop vapor diffusion, with the reservoir containing 30%(v/v) polyethylene glycol (PEG 300) and 100 mM sodium acetate pH 5.2. The crystals belong to space group P2{sub 1}2{sub 1}2{sub 1} (unit-cell parameters a = 74.3, b = 82.4, c = 122.6 Å). The asymmetric unit consists of a single BtuB–TonB complex. Data sets have been collected to 2.1 Å resolution at a synchrotron beamline (APS SER-P62577 22-ID)"""	Acta Crystallographica. Section F	"('P62577', 'CAT')"
965767	"Post-Translational Modifications of Desulfovibrio vulgaris Hildenborough Sulfate Reduction Pathway Proteins,""Recent developments in shotgun proteomics have enabled high-throughput studies of a variety of microorganisms at a proteome level and provide experimental validation for predicted open reading frames in the corresponding genome. More importantly, advances in mass spectrometric data analysis now allow mining of large proteomics data sets for the presence of post-translational modifications(PTMs). Although PTMs are a critical aspectof cellular activity, such information eludes cell-wide studies conducted at the transcript level. Here, we analyze several mass spectrometric data sets acquired using two-dimensional liquid chromatography tandem mass spectrometry, 2D-LC/P13009/P13009, for the sulfate reducing bacterium, Desulfovibrio vulgaris Hildenborough. Our searches of the raw spectra led us to discover several post-translationally modified peptides in D. vulgaris. Of these, several peptides containing a lysine with a +42 Da modification were found reproducibly across all data sets. Both acetylation and trimethylation have the same nominal +42 Da mass, and are therefore candidates for this modification. Several spectra were identified having markers for trimethylation, while one is consistent with an acetylation. Surprisingly, these modified peptides predominantly mapped to proteins involved in sulfate respiration. Other highly expressed proteins in D. vulgaris, such as enzymes involved in electron transport and other central metabolic processes, did not contain this modification. Decoy database searches were used to control for random spectrum/sequence matches. Additional validation for these modifications was provided by alternate workflows, for example, two-dimensional gel electrophoresis followed by mass spectrometry analysis of the dissimilatory sulfite reductase gamma-subunit(DsrC) protein. P13009 data for DsrC in this alternate workflow also contained the +42 Da modification at the same loci. Furthermore, the DsrC homologue in another sulfate reducing bacterium, Desulfovibrio desulfuricans G20, also showed similar +42 Da modifications in the same pathway. Here, we discuss our methods and implications of potential trimethylation in the D. vulgaris sulfate reduction pathway."""	Journal of Proteome Research	"('P13009', 'MS')"
929323	"Selection against spurious promoter motifs correlates withtranslational efficiency across bacteria,""Because binding of RNAP to misplaced sites could compromise the efficiency of transcription, natural selection for the optimization of gene expression should regulate the distribution of DNA motifs capable of RNAP-binding across the genome. Here we analyze the distribution of the -10 promoter motifs that bind the {sigma}{sup 70} subunit of RNAP in 42 bacterial genomes. We show that selection on these motifs operates across the genome, maintaining an over-representation of -10 motifs in regulatory sequences while eliminating them from the nonfunctional and, in most cases, from the protein coding regions. In some genomes, however, -10 sites are over-represented in the coding sequences; these sites could induce pauses effecting regulatory roles throughout the length of a transcriptional unit. For nonfunctional sequences, the extent of motif under-representation varies across genomes in a manner that broadly correlates with the number of P0A873 genes, a good indicator of translational speed and growth rate. This suggests that minimizing the time invested in gene transcription is an important selective pressure against spurious binding. However, selection against spurious binding is detectable in the reduced genomes of host-restricted bacteria that grow at slow rates, indicating that components of efficiency other than speed may also be important. Minimizing the number of RNAP molecules per cell required for transcription, and the corresponding energetic expense, may be most relevant in slow growers. These results indicate that genome-level properties affecting the efficiency of transcription and translation can respond in an integrated manner to optimize gene expression. The detection of selection against promoter motifs in nonfunctional regions also implies that no sequence may evolve free of selective constraints, at least in the relatively small and unstructured genomes of bacteria."""	Public Library of Science	"('P0A873', 'tRNA')"
1626566	"Enzymes: An integrated view of structure, dynamics and function,""Microbes utilize enzymes to perform a variety of functions. Enzymes are biocatalysts working as highly efficient machines at the molecular level. In the past, enzymes have been viewed as static entities and their function has been explained on the basis of direct structural interactions between the enzyme and the substrate. A variety of experimental and computational techniques, however, continue to reveal that proteins are dynamically active machines, with various parts exhibiting internal motions at a wide range of time-scales. Increasing evidence also indicates that these internal protein motions play a role in promoting protein function such as enzyme catalysis. Moreover, the thermodynamical fluctuations of the solvent, surrounding the protein, have an impact on internal protein motions and, therefore, on enzyme function. In this review, we describe recent biochemical and theoretical investigations of internal protein dynamics linked to enzyme catalysis. In the enzyme cyclophilin A, investigations have lead to the discovery of a network of protein vibrations promoting catalysis. P0AFL3 catalyzes peptidyl-prolyl cis/trans isomerization in a variety of peptide and protein substrates. Recent studies of cyclophilin A are discussed in detail and other enzymes (dihydrofolate reductase and liver alcohol dehydrogenase) where similar discoveries have been reported are also briefly discussed. The detailed characterization of the discovered networks indicates that protein dynamics plays a role in rateenhancement achieved by enzymes. An integrated view of enzyme structure, dynamics and function have wide implications in understanding allosteric and co-operative effects, as well as protein engineering of more efficient enzymes and novel drug design."""	Microbial Cell Factories	"('P0AFL3', 'Cyclophilin A')"
20854386	"Characterization of mitochondrial thioredoxin reductase from C. elegans,""P0A9P4 catalyzes the P80644-dependent reduction of the catalytic disulfide bond of thioredoxin. In mammals and other higher eukaryotes, thioredoxin reductases contain the rare amino acid selenocysteine at the active site. The mitochondrial enzyme from Caenorhabditis elegans, however, contains a cysteine residue in place of selenocysteine. The mitochondrial C. elegans thioredoxin reductase was cloned from an expressed sequence tag and then produced in Escherichia coli as an intein-fusion protein. The purified recombinant enzyme has a k {sub cat} of 610 min{sup -1} and a K {sub m} of 610 {mu}M using E. coli thioredoxin as substrate. The reported k {sub cat} is 25% of the k {sub cat} of the mammalian enzyme and is 43-fold higher than a cysteine mutant of mammalian thioredoxin reductase. The enzyme would reduce selenocysteine, but not hydrogen peroxide or insulin. The flanking glycine residues of the GCCG motif were mutated to serine. The mutants improved substrate binding, but decreased the catalytic rate."""	Biochemical and Biophysical Research Communications	"('P0A9P4', 'Thioredoxin reductase'),('P80644', 'NADPH')"
960750	"Genome, transcriptome, and secretome analysis of wood decay fungus postia placenta supports unique mechanisms of lignocellulose conversion,""Brown-rot fungi such as Postia placenta are common inhabitants of forest ecosystems and are also largely responsible for the destructive decay of wooden structures. Rapid depolymerization of cellulose is a distinguishing feature of brown-rot, but the biochemical mechanisms and underlying genetics are poorly understood. Systematic examination of the P. placenta genome, transcriptome and secretome revealed unique extracellular enzyme systems, including an unusual repertoire of extracellular glycoside hydrolases. Genes encoding exocellobiohydrolases and cellulose-binding domains, typical of cellulolytic microbes, are absent in this efficient cellulose-degrading fungus. When P. placenta was grown in medium containing cellulose as sole carbon source, transcripts corresponding to many hemicellulases and to a single putative {beta}-1-4 endoglucanase were expressed at high levels relative to glucose grown cultures. These transcript profiles were confirmed by direct identification of peptides by liquid chromatography-tandem mass spectrometry (LC{center_dot}MSIMS). Also upregulated during growth on cellulose medium were putative iron reductases, P0A7E1 reductase, and structurally divergent oxidases potentially involved in extracellular generation of Fe(II) and H202. These observations are consistent with a biodegradative role for Fenton chemistry in which Fe(II) and H202 react to form hydroxyl radicals, highly reactive oxidants capable of depolymerizing cellulose. The P. placenta genome resources provide unparalleled opportunities for investigating such unusual mechanisms of cellulose conversion. More broadly, the genome offers insight into the diversification of lignocellulose degrading mechanisms in fungi. Comparisons to the closely related white-rot fungus Phanerochaete chrysosporium support an evolutionary shift from white-rot to brown-rot during which the capacity for efficient depolymerization of lignin was lost."""	Proc. Natl. Acad. Sci. USA.	"('P0A7E1', 'quinone')"
22360203	"Expression, purification, crystallization and preliminary diffraction data characterization of Escherichia coli ribonuclease II (P30850),""Diffraction data from E. coli P30850 crystals of wild type and of an inactive mutant and its SeMet-derivative form were obtained to 2.44 and 2.74 Å resolution, providing a set of preliminary phases. An improved purification protocol allowed higher reproducibility in the crystallization of the mutant form. RNA degradation is important in the post-transcriptional control of gene expression. The processing, degradation and quality control of RNA is performed by many different classes of ribonucleases. P30850 (P30850) is a 643-amino-acid enzyme that degrades single-stranded RNA from its 3′-end, releasing ribonucleoside 5′-monophosphates. P30850 was expressed both as the wild type and as a D209N mutant form. The latter was also produced as an SeMet derivative. The various protein forms were crystallized using the vapour-diffusion method. Wild-type P30850 was crystallized in two crystal forms, both of which belonged to space group P2{sub 1}. X-ray diffraction data were collected to 2.44 and 2.75 Å resolution, with unit-cell parameters a = 56.8, b = 125.7, c = 66.2 Å, β = 111.9° and a = 119.6, b = 57.2, c = 121.2 Å, β = 99.7°, respectively. The P30850 D209N mutant gave crystals that belonged to space group P6{sub 5}, with unit-cell parameters a = b = 86.3, c = 279.2 Å, and diffracted to 2.74 Å. Diffraction data from the mutant and its SeMet derivative enabled the determination of a partial Se-atom substructure by SIRAS."""	Acta Crystallographica. Section F	"('P30850', 'RNase II'),('P30850', 'Ribonuclease II')"
936518	"XPD Helicase Structures and Activities: Insights into the Cancer and Aging Phenotypes from XPD Mutations,""Mutations in XPD helicase, required for nucleotide excision repair (NER) as part of the transcription/repair complex TFIIH, cause three distinct phenotypes: cancer-prone xeroderma pigmentosum (XP), or aging disorders Cockayne syndrome (P12008), and trichothiodystrophy (TTD). To clarify molecular differences underlying these diseases, we determined crystal structures of the XPD catalytic core from Sulfolobus acidocaldarius and measured mutant enzyme activities. Substrate-binding grooves separate adjacent Rad51/RecA-like helicase domains (HD1, HD2) and an arch formed by 4FeS and Arch domains. XP mutations map along the HD1 P22259-binding edge and HD2 DNA-binding channel and impair helicase activity essential for NER. XP/P12008 mutations both impair helicase activity and likely affect HD2 functional movement. TTD mutants lose or retain helicase activity but map to sites in all four domains expected to cause framework defects impacting TFIIH integrity. These results provide a foundation for understanding disease consequences of mutations in XPD and related 4Fe-4S helicases including FancJ."""	Cell	"('P12008', 'CS'),('P22259', 'ATP')"
22356386	"Overexpression, crystallization and preliminary X-ray crystallographic analysis of phosphopantetheine adenylyltransferase from Enterococcus faecalis,""P0A6I6 from En. faecalis was crystallized and X-ray diffraction data were collected to 2.70 Å resolution. P0A6I6, an essential enzyme in the coenzyme A biosynthetic pathway, catalyzes the reversible transfer of an adenylyl group from P22259 to 4′-phosphopantetheine, yielding 3′-dephospho-CoA and pyrophosphate. Enterococcus faecalis P0A6I6 has been overexpressed in Escherichia coli as a fusion with a C-terminal purification tag and crystallized at 297 K using a reservoir solution consisting of 0.1 M sodium HEPES pH 7.5, 0.8 M sodium dihydrogen phosphate and 0.8 M potassium dihydrogen phosphate. X-ray diffraction data were collected to 2.70 Å at 100 K. The crystals belong to the primitive tetragonal space group P4{sub 1} (or P4{sub 3}), with unit-cell parameters a = b = 160.81, c = 225.68 Å. Four copies of the hexameric molecule are likely to be present in the asymmetric unit, giving a crystal volume per protein weight (V{sub M}) of 3.08 Å{sup 3} Da{sup −1} and a solvent content of 60.1%."""	Acta Crystallographica. Section F	"('P0A6I6', 'Phosphopantetheine adenylyltransferase'),('P0A6I6', 'PPAT'),('P22259', 'ATP')"
1626449	"The complete sequence of the mitochondrial genome of <em>Nautilus macromphalus</em> (Mollusca: Cephalopoda),""Background: Mitochondria contain small genomes that are physically separate from those of nuclei. Their comparison serves as a model system for understanding the processes of genome evolution. Although complete mitochondrial genome sequences have been reported for more than 600 animals, the taxonomic sampling is highly biased toward vertebrates and arthropods, leaving much of the diversity yet uncharacterized. Results: The mitochondrial genome of the bellybutton nautilus, Nautilus macromphalus, a cephalopod mollusk, is 16,258 nts in length and 59.5% A+T, both values that are typical of animal mitochondrial genomes. It contains the 37 genes that are almost universally found in animal mtDNAs, with 15 on one DNA strand and 22 on the other. The arrangement of these genes can be derived from that of the distantly related Katharina tunicata (Mollusca: Polyplacophora) by a switch in position of two large blocks of genes and transpositions of four P0A873 genes. There is strong skew in the distribution of nucleotides between the two strands, and analysis of this yields insight into modes of transcription and replication. There is an unusual number of non-coding regions and their function, if any, is not known; however, several of these demark abrupt shifts in nucleotide skew, and there are several identical sequence elements at these junctions, suggesting that they may play roles in transcription and/or replication. One of the non-coding regions contains multiple repeats of a P0A873-like sequence. Some of the P0A873 genes appear to overlap on the same strand, but this could be resolved if the polycistron were cleaved at the beginning of the downstream gene, followed by polyadenylation of the product of the upstream gene to form a fully paired structure. Conclusion: Nautilus macromphalus mtDNA contains an expected gene content that has experienced few rearrangements since the evolutionary split between cephalopods and polyplacophorans. It contains an unusual number of non-coding regions, especially considering that these otherwise often are generated by the same processes that produce gene rearrangements. The skew in nucleotide composition between the two strands is strong and associated with the direction of transcription in various parts of the genomes, but a comparison with K. tunicata implies that mutational bias during replication also plays a role. This appears to be yet another case where polyadenylation of mitochondrial tRNAs restores what would otherwise be an incomplete structure."""	BMC Genomics	"('P0A873', 'tRNA')"
973853	"Development and Characterization of a Multiplexed P0DV86-PCR Species Specific Assay for Bovine and one for Porcine Foot-and-Mouth Disease Virus Rule-Out Supplemental Materials,""Lawrence Livermore National Laboratory (LLNL), in collaboration with the Department of Homeland Security (DHS) and the United States Department of Agriculture (USDA), Animal and Plant Health Inspection Services (APHIS) has developed advanced rapid diagnostics that may be used within the National Animal Health Laboratory Network (NAHLN), the National Veterinary Services Laboratory (Ames, Iowa) and the Plum Island Animal Disease Center (PIADC). This effort has the potential to improve our nation's ability to discriminate between foreign animal diseases and those that are endemic using a single assay, thereby increasing our ability to protect animal populations of high economic importance in the United States. Under 2005 DHS funding we have developed multiplexed (MUX) nucleic-acid-based PCR assays that combine foot-and-mouth disease virus (FMDV) detection with rule-out tests for two other foreign animal diseases Vesicular Exanthema of Swine (VESV) and Swine Vesicular Disease (SVD) and four other domestic viral diseases Bovine Viral Diarrhea Virus (BVDV), Bovine Herpes Virus 1 (BHV-1 or Infectious Bovine Rhinotracheitus IBR), Bluetongue virus (BTV) and Parapox virus complex (which includes Bovine Papular Stomatitis Virus BPSV, Orf of sheep, and Pseudocowpox). Under 2006 funding we have developed a Multiplexed PCR [MUX] porcine assay for detection of FMDV with rule out tests for VESV and SVD foreign animal diseases in addition to one other domestic vesicular animal disease vesicular stomatitis virus (VSV) and one domestic animal disease of swine porcine reproductive and respiratory syndrome (PRRS). We have also developed a MUX bovine assay for detection of FMDV with rule out tests for the two bovine foreign animal diseases malignant catarrhal fever (MCF), rinderpest virus (RPV) and the domestic diseases vesicular stomatitis virus (VSV), bovine viral diarrhea virus (BVDV), infectious bovine rhinotracheitus virus (BHV-1), bluetongue virus (BTV), and the Parapox viruses which are of two bovine types bovine papular stomatitis virus (BPSV) and psuedocowpox (PCP). This document provides details of signature generation, evaluation, and testing, as well as the specific methods and materials used. A condensed summary of the development, testing and performance of the multiplexed assay panel was presented in a 126 page separate document, entitled 'Development and Characterization of A Multiplexed P0DV86-PCR Species Specific Assay for Bovine and one for Porcine Foot-and-Mouth Disease Virus Rule-Out'. This supplemental document provides additional details of large amount of data collected for signature generation, evaluation, and testing, as well as the specific methods and materials used for all steps in the assay development and utilization processes. In contrast to last years effort, the development of the bovine and porcine panels is pending additional work to complete analytical characterization of FMDV, VESV, VSV, SVD, RPV and MCF. The signature screening process and final panel composition impacts this effort. The unique challenge presented this year was having strict predecessor limitations in completing characterization, where efforts at LLNL must preceed efforts at PIADC, such challenges were alleviated in the 2006 reporting by having characterization data from the interlaboratory comparison and at Plum Island under AgDDAP project. We will present an addendum at a later date with additional data on the characterization of the porcine and bovine multiplex assays when that data is available."""		"('P0DV86', 'RT')"
22356418	"Crystallization and preliminary X-ray analysis of XC1015, a histidine triad-like protein from Xanthomonas campestris,""A HIT-like protein from the plant pathogen X. campestris pathovar campestris has been overexpressed in E. coli, purified and crystallized. The crystals diffract to 1.3 Å. Histidine-triad (HIT) proteins are a superfamily of nucleotide hydrolases and transferases that contain a conserved HϕHϕHϕϕ motif (where ϕ is a hydrophobic amino acid) and are found in a variety of organisms. In addition to binding to a variety of nucleotides, other biological functions of the HIT superfamily proteins have been discovered and HIT malfunction has been implicated in several human diseases. Structural studies of HIT superfamily proteins are thus of particular interest. In this manuscript, the cloning, expression, crystallization and preliminary X-ray analysis of XC1015, a P0ACE7 present in the plant pathogen Xanthomonas campestris pathovar campestris, are reported. The XC1015 crystals diffracted to a resolution of 1.3 Å. They are tetragonal and belong to space group P4{sub 3}2{sub 1}2, with unit-cell parameters a = 40.52, b = 40.52, c = 126.89 Å."""	Acta Crystallographica. Section F	"('P0ACE7', 'HIT protein')"
878223	"Biosynthesis of the cyclotide Kalata B1 using protein splicing tools,""Cyclotides are a new emerging family of large cyclic polypeptides ({approx}30 residues long) that share a disulfide-stabilized core (3 disulfide bonds) with an unusual knotted structure (Fig. 1A) [1]. Cyclotides contrast with other circular polypeptides in that they have a highly defined three-dimensional structure, and despite their small size, can be considered as miniproteins. Their unique circular backbone topology and knotted arrangement of 3 disulfide bonds makes them exceptionally stable to thermal and enzymatic degradation. Furthermore, their well defined structures have been also associated with a range of biological activities, including uterotonic activity, inhibition of neurotension binding, hemolytic, anti-HIV, insecticidal as well as trypsin inhibitory activity. Altogether, these characteristics make cyclotides ideal candidates to be used as molecular scaffolds for the development of stable peptide drugs [2]. Access to biosynthetic cyclotides using recombinant DNA expression techniques would offer the exciting possibility of producing large combinatorial libraries of highly stable miniproteins using the tools of molecular biology. This would allow the generation of cell-based combinatorial libraries that could be screened inside living cells for their ability to regulate cellular processes. In the present work we describe for the first time the biosynthesis of the cyclotide Kalata B1 in E. coli. Our approach is based on the use of an intramolecular version of the native chemical ligation combined with the use of a modified protein splicing unit [3]. In order to accomplish the cyclization of Kalata B1, the different linear precursors tested in this work (Fig. 1B) were fused at the N-terminus with a Met residue, and at the C-terminus with an VMA engineered intein (available in the pTXB expression vectors family from New England Biolabs). The Met residue was efficiently removed in vivo in E. coli by an endogenous Met amino peptidase. This in vivo proteolytic event unmasked the required N-terminal Cys. After affinity purification of the corresponding N-terminal Cys Kalata-Intein fusion protein, the cyclization was triggered by addition of 5% EtSH (Fig. 1C). Among the different linear precursors that were tested, KC3 and KC4 gave the best cyclization yields. The different linear precursors showed also different propensities for in vivo cleavage of the corresponding Kalata-Intein fusion constructs. Thus, meanwhile the KC4 linear precursor gave only 30% in vivo cleavage the KC6 precursor was almost completely cleaved in vivo (&gt;90%). The resulting reduced circular Kalata B1 was oxidatively folded at pH 8.0 in the presence of reduced glutathione (GSH) and {sup i}Pr-OH (Fig. 1D). The folded recombinant Kalata B1 was characterized by ES-P13009, HPLC and 2D-NMR, and it was shown to be identical to the natural product. Encouraged by this result we decided to explore the possibility of carrying out the cyclization and folding in a single-pot reaction. This was accomplished by treating the purified KC4-intein construct with different amounts and ratios of reduced and oxidized glutathione (GSH and GSSG). The best cleavage/cyclization of the KC4-intein precursor was accomplished using 100 mM of GSH at pH 7.2, under these conditions the cleavage of the linear KC4-intein precursor was almost quantitative in less than 18 h. Optimal conditions for the oxidative folding of reduced Kalata B1 were obtained using a buffer containing a GSH:GSSG ratio of 4:1 at pH 8.0 in 50% isopropanol. Hence, the purified KC4-intein linear precursor was treated first with 100 mM GSH at pH 7.2 overnight, then the crude reaction was complemented with isopropanol (50%) and 12 mM GSSG. After 20 h the reaction was checked by HPLC showing that the major component was the folded Kalata B1 (Fig. 1E). The recombinant folded cyclotide was obtained with a yield close to 20% (based on linear KC4-intein precursor). Using this approach we also produced a small library based on the Kalata B1 scaffold (Fig. 1F). In summary we report here the first biosynthesis of the cyclotide Kalata B1 in E. coli. We have also shown that our biosynthetic approach can be used to generate cyclotide-based libraries that could be screened in vitro or in vivo. Future work will focus in the biosynthesis of cyclotide-based libraries in vivo."""		"('P13009', 'MS')"
914360	"The structure of the exopolyphsophatase (PPX) from Escherchia coli O157:H7 suggests a binding mode for long polyphosphate chains,""Polyphosphate (polyP) is a linear polymer consisting of tens to hundreds of phosphate molecules joined together by high-energy anhydride bonds. These polymers are found in virtually all prokaryotic and eukaryotic cells and perform many functions; prominent among them are the responses to many stresses. Polyphosphate is synthesized by polyP kinase (PPK), using the terminal phosphate of P22259 as the substrate, and degraded to inorganic phosphate by both endo- and exopolyphosphatases. Here we report the crystal structure and analysis of the polyphosphate phosphatase PPX from Escherichia coli O157:H7 refined at 2.2 Angstroms resolution. PPX is made of four domains. Domains I and II display structural similarity with one another and share the ribonuclease-H-like fold. Domain III bears structural similarity to the N-terminal, HD domain of SpoT. Domain IV, the smallest domain, has structural counterparts in cold-shock associated RNA-binding proteins but is of unknown function in PPX. The putative PPX active site is located at the interface between domains I and II. In the crystal structure of PPX these two domains are close together and represent the 'closed' state. Comparison with the crystal structure of PPX/GPPA from Aquifex aeolicus reveals close structural similarity between domains I and II of the two enzymes, with the PPX/GPPA representing an 'open' state. A striking feature of the dimer is a deep S-shaped canyon extending along the dimer interface and lined with positively charged residues. The active site region opens to this canyon. We postulate that this is a likely site of polyP binding."""	J. Mol. Biol.	"('P22259', 'ATP')"
1626710	"<strong>Release of extraction-resistant mRNA in stationary phase <em>Saccharomyces cerevisiae</em> produces a massive increase in transcript abundance in response to stress</strong>,""As carbon sources are exhausted, Saccharomyces cerevisiae cells exhibit reduced metabolic activity and cultures enter the stationary phase. We asked whether cells in stationary phase cultures respond to additional stress at the level of transcript abundance. Microarrays were used to quantify changes in transcript abundance in cells from stationary phase cultures in response to stress. More than 800 mRNAs increased in abundance by one minute after oxidative stress. A significant number of these mRNAs encode proteins involved in stress responses. We tested whether mRNA increases were due to new transcription, rapid poly-adenylation of message (which would not be detected by microarrays), or potential release of mature mRNA present in the cell but resistant to extraction during RNA isolation. Examination of the response to oxidative stress in an RNA polymerase II mutant, rpb1-1, suggested that new transcription was not required. Quantitative P0DV86-PCR analysis of a subset of these transcripts further suggested that the transcripts present in isolated total RNA from stationary phase cultures were polyadenylated. In contrast, over 2,000 transcripts increased after protease treatment of cellfree lysates from stationary phase but not exponentially growing cultures. Different subsets of transcripts were released by oxidative stress and temperature upshift, suggesting that mRNA release is stress-specific. Cells in stationary phase cultures contain a large number of extraction-resistant mRNAs in a protease-labile, rapidly releasable form. The transcript release appears to be stress specific. We hypothesize that these transcripts are associated with P-bodies."""	GenomeBiology.com	"('P0DV86', 'RT')"
894632	"Characterization of Anaeromyxobacter dehalogenans and Related Metal-Reducing bacteria by MALDI-TOF P13009,No abstract prepared."		"('P13009', 'MS')"
22356159	"Crystallization and preliminary X-ray crystallographic studies of the alkanesulfonate P0AEN1 from Escherichia coli,""Crystallization of the native and SeMet P0AEN1 protein of the E. coli alkanesulfonate monooxygenase two-component enzyme system is reported. The alkanesulfonate P0AEN1 (SsuE) from Escherichia coli catalyzes the reduction of FMN by P80644 to provide reduced flavin for the monooxygenase (SsuD) enzyme. The vapor-diffusion technique yielded single crystals that grow as hexagonal rods and diffract to 2.9 Å resolution using synchrotron X-ray radiation. The protein crystallizes in the primitive hexagonal space group P622. The SsuE protein lacks any cysteine or methionine residues owing to the role of the SsuE enzyme in the acquisition of sulfur during sulfate starvation. Therefore, substitution of two leucine residues (Leu114 and Leu165) to methionine was performed to obtain selenomethionine-containing SsuE for MAD phasing. The selenomethionine derivative of SsuE has been expressed and purified and crystals of the protein have been obtained with and without bound FMN. These preliminary studies should lead to the structure solution of SsuE. It is anticipated that this new protein structure will provide detailed structural information on specific active-site regions of the protein and insight into the mechanism of flavin reduction and transfer of reduced flavin."""	Acta Crystallographica. Section F	"('P0AEN1', 'FMN reductase'),('P80644', 'NADPH')"
914263	"The Asymmetry in the Mature Amino-Terminus of ClpP Facilitates a Local Symmetry Match in ClpAP and ClpXP Complexes,""ClpP is a self-compartmentalized proteolytic assembly comprised of two, stacked, heptameric rings that, when associated with its cognate hexameric ATPase (ClpA or ClpX), form the ClpAP and ClpXP P22259-dependent protease, respectively. The symmetry mismatch is an absolute feature of this large energy-dependent protease and also of the proteasome, which shares a similar barrel-shaped architecture, but how it is accommodated within the complex has yet to be understood, despite recent structural investigations, due in part to the conformational lability of the N-termini. We present the structures of Escherichia coli ClpP to 1.9 Angstroms and an inactive variant that provide some clues for how this might be achieved. In the wild type protein, the highly conserved N-terminal 20 residues can be grouped into two major structural classes. In the first, a loop formed by residues 10-15 protrudes out of the central access channel extending {approx}12-15 Angstroms from the surface of the oligomer resulting in the closing of the access channel observed in one ring. Similar loops are implied to be exclusively observed in human ClpP and a variant of ClpP from Streptococcus pneumoniae. In the other ring, a second class of loop is visible in the structure of wt ClpP from E. coli that forms closer to residue 16 and faces toward the interior of the molecule creating an open conformation of the access channel. In both classes, residues 18-20 provide a conserved interaction surface. In the inactive variant, a third class of N-terminal conformation is observed, which arises from a conformational change in the position of F17. We have performed a detailed functional analysis on each of the first 20 amino acid residues of ClpP. Residues that extend beyond the plane of the molecule (10-15) have a lesser effect on ATPase interaction than those lining the pore (1-7 and 16-20). Based upon our structure-function analysis, we present a model to explain the widely disparate effects of individual residues on ClpP-ATPase complex formation and also a possible functional reason for this mismatch."""	J. Struct. Biol.	"('P22259', 'ATP')"
22356203	"Expression, purification, crystallization and preliminary X-ray diffraction analysis of an essential lipoprotein implicated in cell-wall biosynthesis in Mycobacteria,""A lipoprotein implicated in mycobacterial cell-wall biosynthesis, LpqW, was expressed in E. coli. Crystals were obtained that diffracted to 2.4 Å resolution. Mycobacterium tuberculosis is a renewed cause of devastation in the developing world. Critical to the success of this re-emerging pathogen is its unusual waxy cell wall, which is rich in rare components including lipoarabinomannan (P39280) and its precursors, the phosphatidylinositol mannosides (PIMs). Balanced synthesis of these related glycolipids is intrinsic to both cell-wall integrity and virulence in M. tuberculosis and presents a promising, albeit poorly defined, therapeutic target. Here, the expression, purification and crystallization of an essential 600-amino-acid lipoprotein, LpqW, implicated in this process are reported. Crystals of LpqW were grown using 20–24%(w/v) PEG 4000, 8–16%(v/v) 2-propanol, 100 mM sodium citrate pH 5.5 and 10 mM DTT. A complete data set was collected at 2.4 Å using synchrotron radiation on a crystal belonging to space group C222, with unit-cell parameters a = 188.57, b = 312.04, c = 104.15 Å. Structure determination is under way."""	Acta Crystallographica. Section F	"('P39280', 'LAM')"
