Uniprot_ID,Names,,,,,,,,,,,,,
A0A0H2V871,Apo-salmochelin esterase,Enterobactin hydrolase IroE,,,,,,,,,,,,
P58057,NAD kinase,ATP-dependent NAD kinase,,,,,,,,,,,,
P58070,GTPase Era,,,,,,,,,,,,,
P58072,Glyceraldehyde-3-phosphate dehydrogenase C,GAPDH-C,NAD-dependent glyceraldehyde-3-phosphate dehydrogenase,,,,,,,,,,,
P58127,RNA 3'-terminal phosphate cyclase,RNA cyclase,RNA-3'-phosphate cyclase,,,,,,,,,,,
P58162,Thiol:disulfide interchange protein DsbD,Protein-disulfide reductase,Disulfide reductase,,,,,,,,,,,
P58194,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Polyprenyl p-hydroxybenzoate decarboxylase,,,,,,,,,,,,
P58203,Flagellar P-ring protein,Basal body P-ring protein,,,,,,,,,,,,
P58209,4-hydroxy-tetrahydrodipicolinate reductase,HTPA reductase,,,,,,,,,,,,
P58216,Putative transferase YhbX,EC 2.-.-.-,,,,,,,,,,,,
P58220,Glyoxylate/hydroxypyruvate reductase B,,,,,,,,,,,,,
P58221,Molybdenum cofactor guanylyltransferase,MoCo guanylyltransferase,GTP:molybdopterin guanylyltransferase,Mo-MPT guanylyltransferase,Molybdopterin guanylyltransferase,Molybdopterin-guanine dinucleotide synthase,MGD synthase,,,,,,,
P58228,Glutamate decarboxylase alpha,GAD-alpha,,,,,,,,,,,,
P58229,Glutamate/gamma-aminobutyrate antiporter,Glu/GABA antiporter,,,,,,,,,,,,
P58231,Peptidoglycan hydrolase FlgJ,Muramidase FlgJ,,,,,,,,,,,,
P58233,Tir chaperone,,,,,,,,,,,,,
P58237,Imidazole glycerol phosphate synthase subunit HisH,IGP synthase glutaminase subunit,IGP synthase subunit HisH,ImGP synthase subunit HisH,IGPS subunit HisH,,,,,,,,,
P58244,H(+)/Cl(-) exchange transporter ClcA,,,,,,,,,,,,,
P58263,Thiazole synthase,,,,,,,,,,,,,
P58297,Flagellar hook-associated protein 2,HAP2,Filament cap protein,Flagellar cap protein,,,,,,,,,,
P58323,Ion-translocating oxidoreductase complex subunit B,EC 7.-.-.-,Rsx electron transport complex subunit B,,,,,,,,,,,
P58324,Ion-translocating oxidoreductase complex subunit C,EC 7.-.-.-,Rsx electron transport complex subunit C,,,,,,,,,,,
P58356,Sensor protein TorS,,,,,,,,,,,,,
P58359,Cytochrome c-type protein TorC,,,,,,,,,,,,,
P58360,Trimethylamine-N-oxide reductase 1,TMAO reductase 1,Trimethylamine oxidase 1,,,,,,,,,,,
P58362,Trimethylamine-N-oxide reductase 2,TMAO reductase 2,Trimethylamine oxidase 2,,,,,,,,,,,
P58363,Aerobic respiration control sensor protein ArcB,,,,,,,,,,,,,
P58388,3-mercaptopyruvate sulfurtransferase,MST,Rhodanese-like protein,,,,,,,,,,,
P58402,Sensor protein EvgS,,,,,,,,,,,,,
P58408,Ureidoglycolate dehydrogenase,NAD(+,,,,,,,,,,,,
P58422,Phosphoglycolate phosphatase,PGP,PGPase,,,,,,,,,,,
P58423,Fructose-6-phosphate aldolase 1,,,,,,,,,,,,,
P58424,Fructose-6-phosphate aldolase 2,,,,,,,,,,,,,
P58473,Peptidase B,Aminopeptidase B,,,,,,,,,,,,
P58484,o-succinylbenzoate synthase,OSB synthase,OSBS,4-(2'-carboxyphenyl)-4-oxybutyric acid synthase,o-succinylbenzoic acid synthase,,,,,,,,,
P58506,L-rhamnose isomerase,,,,,,,,,,,,,
P58538,L-arabinose isomerase,,,,,,,,,,,,,
P58578,Glutathione synthetase,GSH synthetase,GSH-S,GSHase,Glutathione synthase,,,,,,,,,
P58603,Protease 7,Omptin,Outer membrane protein 3B,Protease A,Protease VII,,,,,,,,,
P58620,Glutamate mutase sigma subunit,Glutamate mutase S chain,Glutamate mutase small subunit,Methylaspartate mutase,,,,,,,,,,
P58629,dTTP/UTP pyrophosphatase,dTTPase/UTPase,Nucleoside triphosphate pyrophosphatase,Nucleotide pyrophosphatase,Nucleotide PPase,,,,,,,,,
P58640,Orotidine 5'-phosphate decarboxylase,OMP decarboxylase,OMPDCase,OMPdecase,,,,,,,,,,
P58646,ATP synthase epsilon chain,ATP synthase F1 sector epsilon subunit,F-ATPase epsilon subunit,,,,,,,,,,,
P58694,Asparagine--tRNA ligase,Asparaginyl-tRNA synthetase,AsnRS,,,,,,,,,,,
P58704,Cyanate hydratase,Cyanase,Cyanate hydrolase,Cyanate lyase,,,,,,,,,,
P58713,4-hydroxythreonine-4-phosphate dehydrogenase,4-(phosphohydroxy)-L-threonine dehydrogenase,,,,,,,,,,,,
P58764,Tyrosine-protein kinase etk,,,,,,,,,,,,,
P59238,Murein tetrapeptide carboxypeptidase,LD-carboxypeptidase A,Muramoyltetrapeptide carboxypeptidase,,,,,,,,,,,
P59243,Endo-type membrane-bound lytic murein transglycosylase A,EC 4.2.2.n2,Peptidoglycan lytic endotransglycosylase,,,,,,,,,,,
P59244,Propionate kinase,,,,,,,,,,,,,
P59298,Acetylglutamate kinase,N-acetyl-L-glutamate 5-phosphotransferase,NAG kinase,NAGK,,,,,,,,,,
P59306,N-acetyl-gamma-glutamyl-phosphate reductase,AGPR,N-acetyl-glutamate semialdehyde dehydrogenase,NAGSA dehydrogenase,,,,,,,,,,
P59340,Sensor histidine kinase DcuS,,,,,,,,,,,,,
P59404,Anaerobic nitric oxide reductase flavorubredoxin,FlRd,FlavoRb,,,,,,,,,,,
P59477,DNA polymerase IV,Pol IV,,,,,,,,,,,,
P59587,Translation initiation factor IF-2,,,,,,,,,,,,,
P59664,Phenylalanine--tRNA ligase beta subunit,Phenylalanyl-tRNA synthetase beta subunit,PheRS,,,,,,,,,,,
P60062,Arginine/agmatine antiporter,,,,,,,,,,,,,
P60241,RNA polymerase-associated protein RapA,ATP-dependent helicase HepA,,,,,,,,,,,,
P60341,tRNA pseudouridine synthase B,tRNA pseudouridine(55) synthase,Psi55 synthase,tRNA pseudouridylate synthase,tRNA-uridine isomerase,,,,,,,,,
P60342,tRNA pseudouridine synthase B,tRNA pseudouridine(55) synthase,Psi55 synthase,tRNA pseudouridylate synthase,tRNA-uridine isomerase,,,,,,,,,
P60423,Large ribosomal subunit protein uL2,50S ribosomal protein L2,,,,,,,,,,,,
P60424,Large ribosomal subunit protein uL2,50S ribosomal protein L2,,,,,,,,,,,,
P60473,Ditrans,,,,,,,,,,,,,
P60474,Ditrans,,,,,,,,,,,,,
P60547,Guanylate kinase,GMP kinase,,,,,,,,,,,,
P60561,GMP reductase,Guanosine 5'-monophosphate oxidoreductase,Guanosine monophosphate reductase,,,,,,,,,,,
P60566,Protein FixA,,,,,,,,,,,,,
P60585,Crotonobetainyl-CoA reductase,Crotonobetainyl-CoA dehydrogenase,,,,,,,,,,,,
P60586,Crotonobetainyl-CoA reductase,Crotonobetainyl-CoA dehydrogenase,,,,,,,,,,,,
P60596,Imidazole glycerol phosphate synthase subunit HisH,IGP synthase glutaminase subunit,IGP synthase subunit HisH,ImGP synthase subunit HisH,IGPS subunit HisH,,,,,,,,,
P60665,Imidazole glycerol phosphate synthase subunit HisF,IGP synthase cyclase subunit,IGP synthase subunit HisF,ImGP synthase subunit HisF,IGPS subunit HisF,,,,,,,,,
P60717,Lipoyl synthase,Lip-syn,LS,Lipoate synthase,Lipoic acid synthase,Sulfur insertion protein LipA,,,,,,,,
P60718,Lipoyl synthase,Lip-syn,LS,Lipoate synthase,Lipoic acid synthase,Sulfur insertion protein LipA,,,,,,,,
P60721,Octanoyltransferase,Lipoate-protein ligase B,Lipoyl/octanoyl transferase,Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase,,,,,,,,,,
P60722,Octanoyltransferase,Lipoate-protein ligase B,Lipoyl/octanoyl transferase,Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase,,,,,,,,,,
P60724,Large ribosomal subunit protein uL4,50S ribosomal protein L4,,,,,,,,,,,,
P60725,Large ribosomal subunit protein uL4,50S ribosomal protein L4,,,,,,,,,,,,
P60753,ATP-dependent lipid A-core flippase,Lipid A export ATP-binding/permease protein MsbA,,,,,,,,,,,,
P60758,ATP phosphoribosyltransferase,ATP-PRT,ATP-PRTase,,,,,,,,,,,
P60776,Lipoate-protein ligase A,Lipoate--protein ligase,,,,,,,,,,,,
P60778,Protein TsgA,,,,,,,,,,,,,
P60783,Glycerol-3-phosphate acyltransferase,G3P acyltransferase,GPAT,EC 2.3.1.15,,,,,,,,,,
P60784,Glycerol-3-phosphate acyltransferase,G3P acyltransferase,GPAT,EC 2.3.1.15,,,,,,,,,,
P60786,Elongation factor 4,EF-4,EC 3.6.5.n1,Ribosomal back-translocase LepA,,,,,,,,,,
P60787,Elongation factor 4,EF-4,EC 3.6.5.n1,Ribosomal back-translocase LepA,,,,,,,,,,
P60845,Aquaporin Z,,,,,,,,,,,,,
P60933,Undecaprenyl-diphosphatase,Bacitracin resistance protein,Undecaprenyl pyrophosphate phosphatase,,,,,,,,,,,
P60956,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,,,,,,,,,,,,,
P61715,6,,,,,,,,,,,,,
P61717,6,,,,,,,,,,,,,
P61890,Malate dehydrogenase,,,,,,,,,,,,,
P62517,Glucans biosynthesis glucosyltransferase H,,,,,,,,,,,,,
P62577,Chloramphenicol acetyltransferase,CAT,,,,,,,,,,,,
P62590,Integrase/recombinase,E2 protein,,,,,,,,,,,,
P62602,Cytoplasmic trehalase,Alpha,,,,,,,,,,,,
P62616,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,CMK,4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase,,,,,,,,,,,
P62618,2-C-methyl-D-erythritol 2,,,,,,,,,,,,,
P62621,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,flavodoxin,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,,,,,,,,,,,
P62622,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,flavodoxin,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,,,,,,,,,,,
P62624,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,HMBPP reductase,,,,,,,,,,,,
P62625,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,HMBPP reductase,,,,,,,,,,,,
P62708,2,,,,,,,,,,,,,
P62709,2,,,,,,,,,,,,,
P63204,Transcriptional regulator GadE,,,,,,,,,,,,,
P63225,Phosphoheptose isomerase,Sedoheptulose 7-phosphate isomerase,,,,,,,,,,,,
P63226,Phosphoheptose isomerase,Sedoheptulose 7-phosphate isomerase,,,,,,,,,,,,
P63229,D-glycero-beta-D-manno-heptose-1,,,,,,,,,,,,,
P63285,Chaperone protein ClpB,,,,,,,,,,,,,
P63286,Chaperone protein ClpB,,,,,,,,,,,,,
P63299,Galactofuranose transporter ATP-binding protein YtfR,,,,,,,,,,,,,
P63355,Methionine import ATP-binding protein MetN,,,,,,,,,,,,,
P63356,Methionine import ATP-binding protein MetN,,,,,,,,,,,,,
P63389,Probable ATP-binding protein YheS,,,,,,,,,,,,,
P63417,Uncharacterized N-acetyltransferase YhbS,,,,,,,,,,,,,
P63486,Ureidoglycolate lyase,Ureidoglycolatase,,,,,,,,,,,,
P63609,Chorismate synthase,CS,5-enolpyruvylshikimate-3-phosphate phospholyase,,,,,,,,,,,
P63610,Chorismate synthase,CS,5-enolpyruvylshikimate-3-phosphate phospholyase,,,,,,,,,,,
P63633,Glutamate racemase,,,,,,,,,,,,,
P63884,N-acetylmuramoyl-L-alanine amidase AmiC,,,,,,,,,,,,,
P63901,dCTP deaminase,Deoxycytidine triphosphate deaminase,,,,,,,,,,,,
P63902,dCTP deaminase,Deoxycytidine triphosphate deaminase,,,,,,,,,,,,
P63943,4-hydroxy-tetrahydrodipicolinate synthase,HTPA synthase,,,,,,,,,,,,
P63944,4-hydroxy-tetrahydrodipicolinate synthase,HTPA synthase,,,,,,,,,,,,
P64006,Deoxyuridine 5'-triphosphate nucleotidohydrolase,dUTPase,dUTP pyrophosphatase,,,,,,,,,,,
P64007,Deoxyuridine 5'-triphosphate nucleotidohydrolase,dUTPase,dUTP pyrophosphatase,,,,,,,,,,,
P64148,Formamidopyrimidine-DNA glycosylase,Fapy-DNA glycosylase,DNA-(apurinic or apyrimidinic site) lyase MutM,AP lyase MutM,,,,,,,,,,
P64176,Macrolide export protein MacA,,,,,,,,,,,,,
P64257,Phospho-N-acetylmuramoyl-pentapeptide-transferase,UDP-MurNAc-pentapeptide phosphotransferase,,,,,,,,,,,,
P64258,Phospho-N-acetylmuramoyl-pentapeptide-transferase,UDP-MurNAc-pentapeptide phosphotransferase,,,,,,,,,,,,
P64294,GMP synthase [glutamine-hydrolyzing],GMP synthetase,Glutamine amidotransferase,,,,,,,,,,,
P64295,GMP synthase [glutamine-hydrolyzing],GMP synthetase,Glutamine amidotransferase,,,,,,,,,,,
P64426,Glycosyl hydrolase DigH,Divisome-localized glycosyl hydrolase,,,,,,,,,,,,
P64427,Glycosyl hydrolase DigH,Divisome-localized glycosyl hydrolase,,,,,,,,,,,,
P64453,Orphan toxin OrtT,,,,,,,,,,,,,
P64484,Multifunctional Ser/Thr-tRNA deacylase ProXp-y,Free-standing editing domain ProXp-y,Homologous trans-editing factor ProXp-y,ProXp-ST1,Prolyl-tRNA synthetase insertion domain homolog ProXp-y,ProRS INS domain homolog ProXp-y,,,,,,,,
P64550,L-alanine exporter AlaE,,,,,,,,,,,,,
P64555,7-carboxy-7-deazaguanine synthase,CDG synthase,Queuosine biosynthesis protein QueE,,,,,,,,,,,
P64599,Ubiquinone biosynthesis accessory factor UbiT,,,,,,,,,,,,,
P64634,DNA utilization protein HofN,,,,,,,,,,,,,
P64638,Probable [Fe-S]-dependent transcriptional repressor FeoC,Fe(2+) iron transport protein C,,,,,,,,,,,,
P65322,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,UDP-3-O-(3-OHC14)-GlcN N-acyltransferase,UDP-3-O-(3-hydroxytetradecanoyl)glucosamine N-acyltransferase,,,,,,,,,,,
P65323,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,UDP-3-O-(3-OHC14)-GlcN N-acyltransferase,UDP-3-O-(3-hydroxytetradecanoyl)glucosamine N-acyltransferase,,,,,,,,,,,
P65367,Flavodoxin YqcA,,,,,,,,,,,,,
P65382,GTP 3',,,,,,,,,,,,,
P65383,GTP 3',,,,,,,,,,,,,
P65470,UDP-N-acetylmuramate--L-alanine ligase,UDP-N-acetylmuramoyl-L-alanine synthetase,,,,,,,,,,,,
P65471,UDP-N-acetylmuramate--L-alanine ligase,UDP-N-acetylmuramoyl-L-alanine synthetase,,,,,,,,,,,,
P65552,GDP-mannose mannosyl hydrolase,GDPMH,,,,,,,,,,,,
P65556,Uncharacterized Nudix hydrolase YfcD,EC 3.6.-.-,,,,,,,,,,,,
P65624,Membrane protein insertase YidC,Foldase YidC,Membrane integrase YidC,Membrane protein YidC,,,,,,,,,,
P65625,Membrane protein insertase YidC,Foldase YidC,Membrane integrase YidC,Membrane protein YidC,,,,,,,,,,
P65644,Corrinoid adenosyltransferase EutT,ATP:co(I)rrinoid adenosyltransferase,ACAT,Cob(II)alamin adenosyltransferase EutT,Ethanolamine utilization cobalamin adenosyltransferase,Ethanolamine utilization corrinoid adenosyltransferase,EutT adenosyltransferase,,,,,,,
P65736,Phosphate acyltransferase,Acyl-ACP phosphotransacylase,Acyl-[acyl-carrier-protein]--phosphate acyltransferase,Phosphate-acyl-ACP acyltransferase,,,,,,,,,,
P65737,Phosphate acyltransferase,Acyl-ACP phosphotransacylase,Acyl-[acyl-carrier-protein]--phosphate acyltransferase,Phosphate-acyl-ACP acyltransferase,,,,,,,,,,
P65764,FKBP-type peptidyl-prolyl cis-trans isomerase FkpA,PPIase,Rotamase,,,,,,,,,,,
P65765,FKBP-type peptidyl-prolyl cis-trans isomerase FkpA,PPIase,Rotamase,,,,,,,,,,,
P65803,Peptidase T,Aminotripeptidase,Tripeptidase,Tripeptide aminopeptidase,,,,,,,,,,
P65804,Peptidase T,Aminotripeptidase,Tripeptidase,Tripeptide aminopeptidase,,,,,,,,,,
P65813,Protease HtpX,Heat shock protein HtpX,,,,,,,,,,,,
P65834,Ribosomal large subunit pseudouridine synthase D,23S rRNA pseudouridine(1911/1915/1917) synthase,rRNA pseudouridylate synthase D,rRNA-uridine isomerase D,,,,,,,,,,
P65844,tRNA pseudouridine synthase A,tRNA pseudouridine(38-40) synthase,tRNA pseudouridylate synthase I,tRNA-uridine isomerase I,,,,,,,,,,
P65845,tRNA pseudouridine synthase A,tRNA pseudouridine(38-40) synthase,tRNA pseudouridylate synthase I,tRNA-uridine isomerase I,,,,,,,,,,
P65871,6-carboxy-5,,,,,,,,,,,,,
P66679,Ribonuclease PH,RNase PH,tRNA nucleotidyltransferase,,,,,,,,,,,
P66680,Ribonuclease PH,RNase PH,tRNA nucleotidyltransferase,,,,,,,,,,,
P66681,Ribonuclease T,Exoribonuclease T,RNase T,,,,,,,,,,,
P66682,Ribonuclease T,Exoribonuclease T,RNase T,,,,,,,,,,,
P66793,Selenide,,,,,,,,,,,,,
P66794,Selenide,,,,,,,,,,,,,
P66828,Superoxide dismutase [Mn],MnSOD,,,,,,,,,,,,
P66833,Polyamine aminopropyltransferase,Putrescine aminopropyltransferase,PAPT,Spermidine synthase,SPDS,SPDSY,,,,,,,,
P66834,Polyamine aminopropyltransferase,Putrescine aminopropyltransferase,PAPT,Spermidine synthase,SPDS,SPDSY,,,,,,,,
P66901,Diaminopropionate ammonia-lyase,DAPAL,2,,,,,,,,,,,
P67030,Glycine--tRNA ligase beta subunit,Glycyl-tRNA synthetase beta subunit,GlyRS,,,,,,,,,,,
P67031,Glycine--tRNA ligase beta subunit,Glycyl-tRNA synthetase beta subunit,GlyRS,,,,,,,,,,,
P67036,Phenylalanine--tRNA ligase alpha subunit,Phenylalanyl-tRNA synthetase alpha subunit,PheRS,,,,,,,,,,,
P67037,Phenylalanine--tRNA ligase alpha subunit,Phenylalanyl-tRNA synthetase alpha subunit,PheRS,,,,,,,,,,,
P67066,UDP-N-acetyl-D-mannosamine dehydrogenase,UDP-ManNAc 6-dehydrogenase,,,,,,,,,,,,
P67087,Ribosomal RNA small subunit methyltransferase I,16S rRNA 2'-O-ribose C1402 methyltransferase,rRNA (cytidine-2'-O-)-methyltransferase RsmI,,,,,,,,,,,
P67386,Undecaprenyl-diphosphatase,Bacitracin resistance protein,Undecaprenyl pyrophosphate phosphatase,,,,,,,,,,,
P67588,Tryptophan--tRNA ligase,Tryptophanyl-tRNA synthetase,TrpRS,,,,,,,,,,,
P67589,Tryptophan--tRNA ligase,Tryptophanyl-tRNA synthetase,TrpRS,,,,,,,,,,,
P67661,HTH-type transcriptional regulator YhaJ,,,,,,,,,,,,,
P67662,HTH-type transcriptional activator AaeR,,,,,,,,,,,,,
P67911,ADP-L-glycero-D-manno-heptose-6-epimerase,ADP-L-glycero-beta-D-manno-heptose-6-epimerase,ADP-glyceromanno-heptose 6-epimerase,ADP-hep 6-epimerase,AGME,,,,,,,,,
P68188,Maltose/maltodextrin import ATP-binding protein MalK,,,,,,,,,,,,,
P68700,ATP synthase subunit c,ATP synthase F(0) sector subunit c,F-type ATPase subunit c,F-ATPase subunit c,Lipid-binding protein,,,,,,,,,
P68701,ATP synthase subunit c,ATP synthase F(0) sector subunit c,F-type ATPase subunit c,F-ATPase subunit c,Lipid-binding protein,,,,,,,,,
P68740,Endonuclease V,Deoxyinosine 3'endonuclease,Deoxyribonuclease V,DNase V,,,,,,,,,,
P68741,Endonuclease V,Deoxyinosine 3'endonuclease,Deoxyribonuclease V,DNase V,,,,,,,,,,
P68766,Cytosol aminopeptidase,Aminopeptidase A/I,Leucine aminopeptidase,LAP,Leucyl aminopeptidase,,,,,,,,,
P68768,Cytosol aminopeptidase,Aminopeptidase A/I,Leucine aminopeptidase,LAP,Leucyl aminopeptidase,,,,,,,,,
P69055,Succinate dehydrogenase cytochrome b556 subunit,Cytochrome b-556,,,,,,,,,,,,
P69367,Multidrug resistance protein MdtH,,,,,,,,,,,,,
P69381,Cation-efflux pump FieF,,,,,,,,,,,,,
P69452,Long-chain-fatty-acid--CoA ligase,Long-chain acyl-CoA synthetase,Acyl-CoA synthetase,,,,,,,,,,,
P69491,Cytochrome c-type biogenesis protein CcmE,Cytochrome c maturation protein E,Heme chaperone CcmE,,,,,,,,,,,
P69492,Cytochrome c-type biogenesis protein CcmE,Cytochrome c maturation protein E,Heme chaperone CcmE,,,,,,,,,,,
P69504,Adenine phosphoribosyltransferase,APRT,,,,,,,,,,,,
P69680,Ammonium transporter AmtB,Ammonia channel AmtB,Ammonium channel AmtB,,,,,,,,,,,
P69772,Probable UbiX-like flavin prenyltransferase,Phenolic acid decarboxylase subunit B,PAD,,,,,,,,,,,
P69774,Probable UbiX-like flavin prenyltransferase,4-hydroxybenzoate decarboxylase subunit B,Phenolic acid decarboxylase subunit B,,,,,,,,,,,
P69777,Major outer membrane lipoprotein Lpp,Braun lipoprotein,BLP,Murein lipoprotein,,,,,,,,,,
P69778,Major outer membrane lipoprotein Lpp,Braun lipoprotein,BLP,Murein lipoprotein,,,,,,,,,,
P69784,PTS system glucose-specific EIIA component,EIIA-Glc,EIII-Glc,Glucose-specific phosphotransferase enzyme IIA component,,,,,,,,,,
P69787,PTS system glucose-specific EIICB component,EIICB-Glc,EII-Glc) [Includes: Glucose permease IIC component (PTS system glucose-specific EIIC component); Glucose-specific phosphotransferase enzyme IIB component  (PTS system glucose-specific EIIB component)],,,,,,,,,,,
P69788,PTS system glucose-specific EIICB component,EIICB-Glc,EII-Glc) [Includes: Glucose permease IIC component (PTS system glucose-specific EIIC component); Glucose-specific phosphotransferase enzyme IIB component  (PTS system glucose-specific EIIB component)],,,,,,,,,,,
P69789,Phosphotransferase enzyme IIB component GlvB,PTS system EIIB component,,,,,,,,,,,,
P69792,PTS system N,,,,,,,,,,,,,
P69793,PTS system N,,,,,,,,,,,,,
P69796,PTS system N,,,,,,,,,,,,,
P69798,PTS system mannose-specific EIIAB component,EIIAB-Man,EIII-Man) [Includes: Mannose-specific phosphotransferase enzyme IIA component (PTS system mannose-specific EIIA component); Mannose-specific phosphotransferase enzyme IIB component (PTS system mannose-specific EIIB component)],,,,,,,,,,,
P69799,PTS system mannose-specific EIIAB component,EIIAB-Man,EIII-Man) [Includes: Mannose-specific phosphotransferase enzyme IIA component (PTS system mannose-specific EIIA component); Mannose-specific phosphotransferase enzyme IIB component (PTS system mannose-specific EIIB component)],,,,,,,,,,,
P69802,PTS system mannose-specific EIIC component,EII-P-Man,EIIC-Man,Mannose permease IIC component,,,,,,,,,,
P69803,PTS system mannose-specific EIIC component,EII-P-Man,EIIC-Man,Mannose permease IIC component,,,,,,,,,,
P69806,PTS system mannose-specific EIID component,EII-M-Man,EIID-Man,Mannose permease IID component,,,,,,,,,,
P69807,PTS system mannose-specific EIID component,EII-M-Man,EIID-Man,Mannose permease IID component,,,,,,,,,,
P69808,PTS system fructose-like EIIB component 1,Fructose-like phosphotransferase enzyme IIB component 1,,,,,,,,,,,,
P69809,PTS system fructose-like EIIB component 1,Fructose-like phosphotransferase enzyme IIB component 1,,,,,,,,,,,,
P69810,PTS system fructose-like EIIB component 1,Fructose-like phosphotransferase enzyme IIB component 1,,,,,,,,,,,,
P69812,Multiphosphoryl transfer protein,MTP,Diphosphoryl transfer protein,DTP,Phosphotransferase FPr protein,Pseudo-HPr) [Includes: Phosphocarrier protein HPr (Protein H); PTS system fructose-specific EIIA component (EIIA-Fru,EIII-Fru,Fructose-specific phosphotransferase enzyme IIA component)],,,,,,
P69813,PTS system galactitol-specific EIIA component,EIIB-Gat,Galactitol-specific phosphotransferase enzyme IIA component,,,,,,,,,,,
P69814,PTS system galactitol-specific EIIA component,EIIB-Gat,Galactitol-specific phosphotransferase enzyme IIA component,,,,,,,,,,,
P69816,PTS system fructose-like EIIB component 2,Fructose-like phosphotransferase enzyme IIB component 2,,,,,,,,,,,,
P69817,PTS system fructose-like EIIB component 2,Fructose-like phosphotransferase enzyme IIB componet 2,,,,,,,,,,,,
P69818,PTS system fructose-like EIIB component 2,Fructose-like phosphotransferase enzyme IIB component 2,,,,,,,,,,,,
P69823,Ascorbate-specific PTS system EIIB component,Ascorbate-specific phosphotransferase enzyme IIB component,,,,,,,,,,,,
P69824,Mannitol-specific cryptic phosphotransferase enzyme IIA component,EIIA-Mtl,EIII-Mtl,PTS system mannitol-specific EIIA component,,,,,,,,,,
P69826,PTS system mannitol-specific cryptic EIICB component,EIICB-Mtl,EII-Mtl) [Includes: Mannitol permease IIC component (PTS system mannitol-specific EIIC component); Mannitol-specific phosphotransferase enzyme IIB component  (PTS system mannitol-specific EIIB component)],,,,,,,,,,,
P69827,PTS system mannitol-specific cryptic EIICB component,EIICB-Mtl,EII-Mtl) [Includes: Mannitol permease IIC component (PTS system mannitol-specific EIIC component); Mannitol-specific phosphotransferase enzyme IIB component  (PTS system mannitol-specific EIIB component)],,,,,,,,,,,
P69830,PTS system N,,,,,,,,,,,,,
P69857,Probable N-acetylneuraminic acid outer membrane channel protein NanC,Porin NanC,,,,,,,,,,,,
P69875,Spermidine/putrescine import ATP-binding protein PotA,,,,,,,,,,,,,
P69876,Spermidine/putrescine import ATP-binding protein PotA,,,,,,,,,,,,,
P69909,Glutamate decarboxylase alpha,GAD-alpha,,,,,,,,,,,,
P71276,Retron Ec48 reverse transcriptase,RT-Ec48,ECOR-58 reverse transcriptase,,,,,,,,,,,
P71298,Prophage integrase IntF,Putative prophage CP4-6 integrase,,,,,,,,,,,,
P71301,HTH-type transcriptional regulator EcpR,,,,,,,,,,,,,
P75683,Putative glycoside/cation symporter YagG,,,,,,,,,,,,,
P75685,Inner membrane protein RclC,Reactive chlorine resistance protein C,,,,,,,,,,,,
P75687,Uncharacterized protein RclB,Reactive chlorine resistance protein B,,,,,,,,,,,,
P75712,Putative allantoin permease,Allantoin transport protein,Allantoin transporter,,,,,,,,,,,
P75715,Uncharacterized fimbrial-like protein SfmH,,,,,,,,,,,,,
P75733,Chitoporin,ChiP-III,,,,,,,,,,,,
P75736,Esterase YbfF,EC 3.1.-.-,,,,,,,,,,,,
P75742,Dipeptide permease D,,,,,,,,,,,,,
P75745,5-oxoprolinase subunit C,5-OPase subunit C,5-oxoprolinase (ATP-hydrolyzing) subunit C,,,,,,,,,,,
P75746,5-oxoprolinase subunit A,5-OPase subunit A,5-oxoprolinase (ATP-hydrolyzing) subunit A,,,,,,,,,,,
P75757,Zinc transporter ZitB,,,,,,,,,,,,,
P75777,UPF0194 membrane protein YbhG,,,,,,,,,,,,,
P75782,Ribosomal RNA large subunit methyltransferase F,23S rRNA mA1618 methyltransferase,rRNA adenine N-6-methyltransferase,,,,,,,,,,,
P75783,Moderate conductance mechanosensitive channel YbiO,,,,,,,,,,,,,
P75785,Phosphoethanolamine transferase OpgE,EC 2.7.-.-,,,,,,,,,,,,
P75794,Putative pyruvate formate-lyase 3-activating enzyme,Formate-C-acetyltransferase-activating enzyme 3,PFL-activating enzyme 3,,,,,,,,,,,
P75797,Glutathione-binding protein GsiB,,,,,,,,,,,,,
P75798,Glutathione transport system permease protein GsiC,,,,,,,,,,,,,
P75799,Glutathione transport system permease protein GsiD,,,,,,,,,,,,,
P75800,Probable cyclic di-GMP phosphodiesterase PdeI,,,,,,,,,,,,,
P75811,HTH-type transcriptional regulator RcdA,Regulator of csgD,,,,,,,,,,,,
P75817,23S rRNA,uracil(747)-C(5))-methyltransferase RlmC  (23S rRNA(m5U747)-methyltransferase,,,,,,,,,,,,
P75826,Lysine exporter LysO,Lys outward permease,,,,,,,,,,,,
